OrderID,SalesDate,ProductID,CustomerID,PersonnelID,SalesChannel,PaymentMode,StoreID,Quantity
10720,3/4/2023,196,BM-11140,14,Online,Credit Card,5,5
10721,3/4/2023,2,ER-13855,69,Online,Credit Card,6,5
10722,3/4/2023,161,DL-13315,59,Online,Mobile Payment,4,7
10723,3/4/2023,42,BE-11455,65,In-store,Credit Card,4,9
10724,3/4/2023,83,TS-21370,23,Online,Credit Card,4,5
10725,3/4/2023,19,DL-13315,10,In-store,Credit Card,7,1
10726,3/4/2023,172,AG-10495,57,Online,Cash,5,8
10727,3/4/2023,86,TS-21160,5,In-store,Mobile Payment,6,8
10728,3/4/2023,163,TB-21175,19,In-store,Debit Card,5,8
10729,3/4/2023,55,DM-13525,84,Online,Credit Card,6,7
10730,3/4/2023,63,MR-7545,86,Online,Debit Card,5,8
10731,3/4/2023,145,MS-7980,88,In-store,Credit Card,6,1
10732,3/4/2023,116,TH-21550,90,In-store,Mobile Payment,3,5
10733,3/4/2023,163,RM-19375,72,In-store,Cash,5,7
10734,3/4/2023,193,RH-19555,53,Online,Debit Card,5,5
10735,3/4/2023,96,EM-13960,80,In-store,Cash,4,4
10736,3/4/2023,102,ER-13855,74,In-store,Credit Card,6,6
10737,3/4/2023,106,BD-11605,8,In-store,Cash,7,6
10738,3/4/2023,103,BG-11035,22,In-store,Cash,2,2
10739,3/4/2023,74,AD-180,95,In-store,Debit Card,6,9
10740,3/4/2023,201,MC-8100,52,Online,Credit Card,4,9
10741,3/4/2023,136,RR-19315,47,In-store,Cash,5,4
10742,3/4/2023,1,EB-13705,26,Online,Cash,3,5
10743,3/4/2023,150,MY-17380,52,Online,Debit Card,4,7
10744,3/4/2023,96,TB-21400,79,In-store,Debit Card,5,4
10745,3/4/2023,17,TT-11220,73,In-store,Debit Card,2,3
10746,3/4/2023,175,KL-16555,80,In-store,Debit Card,4,8
10747,3/4/2023,132,CP-2085,49,In-store,Credit Card,4,5
10748,3/4/2023,175,KB-16315,8,In-store,Credit Card,7,4
10749,3/4/2023,198,CS-12355,58,Online,Debit Card,1,7
10750,3/4/2023,134,PO-19180,14,In-store,Cash,5,8
10751,3/4/2023,183,JP-15520,91,Online,Debit Card,5,3
10752,3/4/2023,184,CV-12295,49,In-store,Mobile Payment,4,4
10753,3/4/2023,3,BE-11335,95,In-store,Cash,6,8
10754,3/4/2023,37,CJ-11875,21,Online,Mobile Payment,2,6
10755,3/4/2023,30,JJ-15445,50,In-store,Mobile Payment,1,9
10756,3/4/2023,76,SS-20515,84,Online,Credit Card,6,4
10757,3/4/2023,103,RD-19585,50,Online,Debit Card,1,4
10758,3/4/2023,118,HG-14845,9,In-store,Mobile Payment,2,5
10759,3/4/2023,182,LA-6780,69,In-store,Cash,6,4
10760,3/4/2023,65,DP-3000,56,Online,Credit Card,7,1
10761,3/4/2023,101,SS-20410,24,Online,Mobile Payment,5,5
10762,3/4/2023,56,JC-16105,58,In-store,Debit Card,1,7
10763,3/4/2023,198,OT-18730,57,Online,Credit Card,5,2
10764,3/4/2023,58,ER-13855,13,In-store,Cash,6,2
10765,3/4/2023,116,CD-11980,9,Online,Debit Card,2,5
10766,3/4/2023,9,TH-21550,78,In-store,Debit Card,4,6
10767,3/4/2023,95,MN-17935,97,In-store,Mobile Payment,5,7
10768,3/4/2023,165,JD-15895,100,In-store,Debit Card,4,3
10769,3/4/2023,157,AR-10345,61,Online,Credit Card,5,4
10770,3/4/2023,143,CK-12595,56,In-store,Credit Card,7,2
10771,3/4/2023,180,MH-7455,62,Online,Debit Card,2,2
10772,3/4/2023,214,AT-435,58,Online,Mobile Payment,1,3
10773,3/4/2023,116,JD-16060,17,In-store,Mobile Payment,1,3
10774,3/4/2023,37,CM-12385,80,Online,Credit Card,4,5
10775,3/4/2023,196,ML-17755,20,Online,Mobile Payment,7,7
10776,3/4/2023,130,EM-14140,67,In-store,Mobile Payment,4,1
10777,3/4/2023,127,TB-21280,84,Online,Cash,6,6
10778,3/4/2023,40,JL-15235,56,Online,Cash,7,3
10779,3/4/2023,82,AJ-960,90,Online,Cash,3,5
10780,3/4/2023,124,JE-15715,21,In-store,Cash,2,5
10781,3/4/2023,198,BD-11320,76,Online,Credit Card,1,6
10782,3/4/2023,75,MF-18250,51,Online,Mobile Payment,4,4
10783,3/4/2023,173,RP-19270,51,In-store,Credit Card,4,3
10784,3/4/2023,106,CB-12535,14,Online,Cash,5,5
10785,3/4/2023,131,IL-15100,22,In-store,Mobile Payment,2,5
10786,3/4/2023,119,FW-14395,57,Online,Debit Card,5,2
10787,3/4/2023,31,MB-17305,8,Online,Mobile Payment,7,1
10788,3/4/2023,21,AC-10615,95,Online,Mobile Payment,6,3
10789,3/4/2023,216,RE-19405,48,Online,Cash,7,4
10790,3/4/2023,29,PO-18850,22,Online,Debit Card,2,5
10791,3/4/2023,188,KC-16675,50,In-store,Debit Card,1,8
10792,3/4/2023,175,SF-20200,57,Online,Debit Card,5,4
10793,3/4/2023,156,RW-19540,73,Online,Credit Card,2,9
10794,3/4/2023,81,RF-9345,55,Online,Debit Card,6,5
10795,3/4/2023,126,SC-20800,94,Online,Debit Card,4,5
10796,3/4/2023,57,AB-10255,96,Online,Cash,4,5
10797,3/4/2023,78,JC-15385,50,Online,Mobile Payment,1,6
10798,3/4/2023,38,TC-20980,82,Online,Debit Card,4,3
10799,3/4/2023,223,RA-9285,67,In-store,Credit Card,4,6
10800,3/4/2023,199,PS-18970,77,Online,Mobile Payment,4,3
10801,3/4/2023,164,AZ-10750,38,Online,Credit Card,7,3
10802,3/4/2023,209,SH-19975,62,Online,Credit Card,2,8
10803,3/4/2023,78,LS-16945,33,In-store,Cash,4,5
10804,3/4/2023,9,AH-10030,57,In-store,Cash,5,4
10805,3/4/2023,92,LC-17140,36,In-store,Cash,4,6
10806,3/4/2023,30,SC-20380,64,In-store,Cash,3,3
10807,3/4/2023,28,KN-16450,72,In-store,Credit Card,5,5
10808,3/4/2023,218,VD-21670,78,In-store,Debit Card,4,9
10809,3/4/2023,60,NP-18325,42,Online,Mobile Payment,7,3
10810,3/4/2023,85,MW-18220,63,Online,Credit Card,7,6
10811,3/4/2023,180,RB-19705,89,Online,Mobile Payment,4,4
10812,3/4/2023,95,AS-10285,85,In-store,Credit Card,2,8
10813,3/5/2023,170,AH-10030,71,Online,Cash,2,7
10814,3/5/2023,218,AR-10825,88,In-store,Debit Card,6,5
10815,3/5/2023,217,GZ-4470,76,In-store,Credit Card,1,4
10816,3/5/2023,209,TB-21250,69,Online,Cash,6,7
10817,3/5/2023,158,SG-20890,21,In-store,Mobile Payment,2,5
10818,3/5/2023,111,CD-12280,47,Online,Credit Card,5,9
10819,3/5/2023,184,CJ-11875,37,Online,Debit Card,4,4
10820,3/5/2023,195,CS-12400,31,In-store,Credit Card,7,8
10821,3/5/2023,124,BD-11770,61,In-store,Credit Card,5,3
10822,3/5/2023,71,AT-10435,47,Online,Mobile Payment,5,6
10823,3/5/2023,81,PG-8820,86,In-store,Mobile Payment,5,7
10824,3/5/2023,194,AB-10060,52,Online,Debit Card,4,2
10825,3/5/2023,86,KM-16375,59,In-store,Debit Card,4,1
10826,3/5/2023,97,BS-1800,41,In-store,Cash,4,5
10827,3/5/2023,127,MW-18235,64,Online,Mobile Payment,3,6
10828,3/5/2023,66,JM-16195,57,Online,Debit Card,5,1
10829,3/5/2023,199,AR-10345,58,In-store,Cash,1,9
10830,3/5/2023,159,JB-5925,90,Online,Credit Card,3,8
10831,3/5/2023,7,MH-17455,62,Online,Cash,2,5
10832,3/5/2023,93,SC-20020,17,In-store,Mobile Payment,1,7
10833,3/5/2023,58,BV-11245,59,In-store,Debit Card,4,4
10834,3/5/2023,188,CG-12520,37,In-store,Mobile Payment,4,1
10835,3/5/2023,183,DC-13285,50,Online,Credit Card,1,7
10836,3/5/2023,99,TS-21370,42,In-store,Credit Card,7,2
10837,3/5/2023,122,MT-17815,52,Online,Debit Card,4,2
10838,3/5/2023,93,MM-17920,94,In-store,Mobile Payment,4,5
10839,3/5/2023,80,RB-19465,86,In-store,Cash,5,6
10840,3/5/2023,76,LR-17035,35,Online,Credit Card,3,3
10841,3/5/2023,7,ML-17410,91,Online,Debit Card,5,5
10842,3/5/2023,39,BP-11230,49,Online,Credit Card,4,3
10843,3/5/2023,70,MG-17695,86,In-store,Cash,5,4
10844,3/5/2023,60,SG-20605,40,Online,Credit Card,2,2
10845,3/5/2023,137,NM-18445,84,In-store,Credit Card,6,8
10846,3/5/2023,36,JG-15310,31,In-store,Cash,7,3
10847,3/5/2023,215,JL-15835,62,Online,Debit Card,2,9
10848,3/5/2023,103,NR-18550,22,In-store,Mobile Payment,2,5
10849,3/5/2023,23,SC-20770,40,Online,Debit Card,2,6
10850,3/5/2023,88,MJ-7740,72,Online,Cash,5,1
10851,3/5/2023,55,HW-14935,30,In-store,Debit Card,4,4
10852,3/5/2023,46,JF-15190,32,In-store,Credit Card,3,6
10853,3/5/2023,30,MK-17905,40,In-store,Mobile Payment,2,4
10854,3/5/2023,73,SC-20260,18,Online,Debit Card,5,6
10855,3/5/2023,32,LS-16975,62,In-store,Cash,2,5
10856,3/5/2023,44,GH-14410,86,Online,Credit Card,5,8
10857,3/5/2023,213,DC-13285,86,In-store,Credit Card,5,6
10858,3/5/2023,6,JL-15130,30,Online,Mobile Payment,4,5
10859,3/5/2023,175,AS-135,47,Online,Mobile Payment,5,5
10860,3/5/2023,153,JW-15220,44,Online,Cash,3,8
10861,3/5/2023,119,CC-12220,18,In-store,Debit Card,5,6
10862,3/5/2023,134,JD-16015,8,In-store,Mobile Payment,7,7
10863,3/5/2023,112,RF-19735,50,In-store,Credit Card,1,6
10864,3/5/2023,16,CM-12115,21,Online,Cash,2,8
10865,3/5/2023,48,DE-3255,54,Online,Debit Card,4,5
10866,3/5/2023,81,DB-13360,98,In-store,Mobile Payment,6,4
10867,3/5/2023,166,SL-20155,82,Online,Credit Card,4,4
10868,3/5/2023,115,LA-16780,49,In-store,Mobile Payment,4,4
10869,3/5/2023,40,JK-15730,11,Online,Cash,3,5
10870,3/5/2023,223,GH-14410,90,Online,Debit Card,3,3
10871,3/5/2023,56,SH-20395,8,In-store,Credit Card,7,5
10872,3/5/2023,94,HR-4770,8,In-store,Credit Card,7,2
10873,3/5/2023,103,MF-7665,87,In-store,Debit Card,4,9
10874,3/5/2023,213,JH-15820,24,In-store,Mobile Payment,5,3
10875,3/5/2023,119,BE-11335,74,Online,Cash,6,3
10876,3/5/2023,137,NS-18505,11,Online,Debit Card,3,4
10877,3/5/2023,127,VT-21700,63,Online,Credit Card,7,5
10878,3/5/2023,222,KB-16600,95,In-store,Credit Card,6,9
10879,3/5/2023,27,EH-13765,6,Online,Cash,3,7
10880,3/5/2023,126,JD-5790,50,In-store,Credit Card,1,7
10881,3/5/2023,216,RP-9270,38,In-store,Mobile Payment,7,4
10882,3/5/2023,33,KC-16675,50,Online,Credit Card,1,4
10883,3/5/2023,54,CC-12475,17,In-store,Cash,1,5
10884,3/5/2023,121,MK-18160,40,Online,Debit Card,2,3
10885,3/5/2023,39,TS-21205,86,In-store,Cash,5,2
10886,3/5/2023,35,GM-14695,91,Online,Cash,5,2
10887,3/5/2023,115,DV-3465,86,Online,Debit Card,5,4
10888,3/5/2023,111,RB-19645,90,Online,Credit Card,3,2
10889,3/5/2023,191,MC-18100,58,In-store,Credit Card,1,7
10890,3/5/2023,34,LO-7170,74,Online,Mobile Payment,6,4
10891,3/5/2023,8,AH-10210,90,Online,Debit Card,3,1
10892,3/5/2023,75,HZ-14950,76,Online,Mobile Payment,1,2
10893,3/5/2023,91,TB-21520,85,Online,Debit Card,2,6
10894,3/5/2023,17,PF-9120,58,In-store,Credit Card,1,2
10895,3/5/2023,64,SH-19975,15,In-store,Cash,5,4
10896,3/5/2023,127,AF-10870,5,In-store,Mobile Payment,6,7
10897,3/5/2023,173,PS-18760,58,In-store,Credit Card,1,5
10898,3/5/2023,108,SV-20815,59,In-store,Debit Card,4,5
10899,3/5/2023,89,AG-10675,51,Online,Cash,4,1
10900,3/5/2023,104,VB-21745,95,Online,Debit Card,6,4
10901,3/5/2023,157,LS-17200,58,In-store,Mobile Payment,1,7
10902,3/5/2023,135,NP-18325,49,In-store,Mobile Payment,4,8
10903,3/5/2023,184,DK-2895,84,Online,Debit Card,6,5
10904,3/5/2023,67,JL-15505,86,Online,Debit Card,5,2
10905,3/5/2023,77,MK-18160,69,In-store,Cash,6,5
10906,3/5/2023,134,CA-2055,51,In-store,Cash,4,4
10907,3/5/2023,49,DP-13165,43,In-store,Credit Card,6,5
10908,3/5/2023,124,HR-14830,62,Online,Credit Card,2,6
10909,3/5/2023,173,BE-11410,91,In-store,Mobile Payment,5,5
10910,3/5/2023,78,PN-18775,14,In-store,Credit Card,5,1
10911,3/5/2023,80,AH-10210,72,Online,Cash,5,2
10912,3/5/2023,188,MS-17365,43,In-store,Debit Card,6,3
10913,3/5/2023,38,AH-10195,13,Online,Credit Card,6,7
10914,3/5/2023,9,BF-11080,90,In-store,Credit Card,3,4
10915,3/5/2023,81,KN-16450,75,In-store,Credit Card,2,9
10916,3/5/2023,223,RW-9630,86,Online,Debit Card,5,2
10917,3/5/2023,79,BH-11710,45,In-store,Debit Card,4,5
10918,3/5/2023,5,TB-21400,78,Online,Cash,4,8
10919,3/5/2023,170,VP-21760,61,In-store,Mobile Payment,5,4
10920,3/5/2023,138,LO-17170,98,Online,Credit Card,6,2
10921,3/5/2023,75,EB-14110,44,Online,Debit Card,3,6
10922,3/5/2023,167,MC-7590,61,Online,Cash,5,3
10923,3/5/2023,112,AB-10255,29,Online,Credit Card,4,3
10924,3/5/2023,128,BC-11125,51,Online,Credit Card,4,4
10925,3/5/2023,98,DH-13675,8,Online,Mobile Payment,7,8
10926,3/5/2023,105,BT-11485,93,Online,Debit Card,5,5
10927,3/5/2023,218,EH-14005,97,Online,Credit Card,5,2
10928,3/5/2023,101,MC-7275,10,Online,Cash,7,3
10929,3/5/2023,5,RP-9390,91,In-store,Credit Card,5,8
10930,3/5/2023,135,NP-18685,46,Online,Debit Card,3,6
10931,3/5/2023,161,SV-20365,37,Online,Credit Card,4,4
10932,3/5/2023,191,TB-21280,50,In-store,Debit Card,1,7
10933,3/5/2023,161,PF-19165,6,Online,Debit Card,3,4
10934,3/5/2023,217,WB-21850,14,In-store,Credit Card,5,9
10935,3/5/2023,162,CS-2250,90,Online,Debit Card,3,5
10936,3/5/2023,102,EH-13945,46,In-store,Credit Card,3,5
10937,3/5/2023,36,RW-19540,13,In-store,Credit Card,6,7
10938,3/5/2023,95,EJ-14155,86,In-store,Credit Card,5,9
10939,3/5/2023,11,TM-11490,61,In-store,Mobile Payment,5,2
10940,3/5/2023,145,TS-21160,50,Online,Cash,1,9
10941,3/5/2023,8,TC-21535,50,In-store,Debit Card,1,8
10942,3/5/2023,56,CG-12040,11,In-store,Credit Card,3,5
10943,3/5/2023,81,NC-18415,32,In-store,Debit Card,3,8
10944,3/5/2023,193,KB-16315,26,Online,Debit Card,3,2
10945,3/5/2023,92,RE-19450,39,Online,Debit Card,6,6
10946,3/5/2023,73,CS-11845,5,Online,Credit Card,6,5
10947,3/5/2023,7,HP-14815,66,Online,Cash,2,8
10948,3/5/2023,53,DS-13030,56,Online,Debit Card,7,6
10949,3/5/2023,28,EN-13780,2,In-store,Debit Card,3,4
10950,3/5/2023,222,PS-18970,91,In-store,Credit Card,5,4
10951,3/5/2023,40,SG-20080,9,Online,Credit Card,2,6
10952,3/5/2023,33,CC-12145,30,Online,Cash,4,5
10953,3/5/2023,118,EG-13900,77,In-store,Credit Card,4,2
10954,3/5/2023,34,TG-11640,58,Online,Cash,1,4
10955,3/5/2023,28,PO-18865,81,In-store,Cash,4,7
10956,3/5/2023,69,KC-16255,84,Online,Debit Card,6,8
10957,3/5/2023,158,MM-18280,16,In-store,Mobile Payment,2,4
10958,3/5/2023,220,PN-18775,13,Online,Debit Card,6,5
10959,3/5/2023,206,CR-12580,43,In-store,Cash,6,5
10960,3/5/2023,29,AW-10840,53,Online,Credit Card,5,7
10961,3/5/2023,84,SM-10005,67,Online,Credit Card,4,3
10962,3/5/2023,141,SB-20185,50,In-store,Debit Card,1,3
10963,3/5/2023,220,JC-15385,92,Online,Mobile Payment,2,5
10964,3/5/2023,18,IM-15070,8,Online,Credit Card,7,3
10965,3/5/2023,181,DW-13585,56,In-store,Mobile Payment,7,7
10966,3/5/2023,197,RB-9435,26,Online,Debit Card,3,5
10967,3/5/2023,128,LC-16930,98,Online,Credit Card,6,9
10968,3/5/2023,29,ND-18460,43,Online,Credit Card,6,3
10969,3/5/2023,115,SG-20890,82,In-store,Cash,4,2
10970,3/5/2023,114,SH-19975,75,In-store,Mobile Payment,2,7
10971,3/5/2023,189,AG-10900,95,In-store,Mobile Payment,6,1
10972,3/5/2023,49,DH-13075,32,In-store,Mobile Payment,3,5
10973,3/5/2023,104,GM-14440,50,Online,Credit Card,1,4
10974,3/5/2023,106,EH-4125,52,Online,Cash,4,3
10975,3/5/2023,219,TZ-21580,91,Online,Cash,5,3
10976,3/5/2023,5,BD-11725,86,Online,Mobile Payment,5,6
10977,3/5/2023,185,ES-14080,10,Online,Credit Card,7,1
10978,3/5/2023,8,LH-6900,67,In-store,Cash,4,6
10979,3/5/2023,154,AB-10165,91,In-store,Mobile Payment,5,3
10980,3/5/2023,5,JF-15565,58,In-store,Credit Card,1,9
10981,3/5/2023,44,NP-18700,56,Online,Cash,7,9
10982,3/5/2023,8,SM-20950,61,Online,Debit Card,5,9
10983,3/5/2023,112,SR-20425,43,In-store,Credit Card,6,5
10984,3/5/2023,68,BN-11470,77,In-store,Cash,4,1
10985,3/5/2023,57,JD-6060,42,Online,Mobile Payment,7,9
10986,3/5/2023,13,EB-14170,50,Online,Mobile Payment,1,5
10987,3/5/2023,169,BF-11170,67,In-store,Credit Card,4,8
10988,3/5/2023,157,MA-17560,73,Online,Mobile Payment,2,2
10989,3/5/2023,200,LS-17245,59,Online,Cash,4,1
10990,3/5/2023,170,RS-19765,86,Online,Cash,5,1
10991,3/5/2023,212,SC-10050,91,In-store,Cash,5,5
10992,3/5/2023,199,RH-19600,94,Online,Debit Card,4,8
10993,3/5/2023,9,VM-21835,74,In-store,Debit Card,6,1
10994,3/5/2023,159,TR-21325,93,Online,Mobile Payment,5,5
10995,3/5/2023,154,HM-14860,51,Online,Cash,4,4
10996,3/5/2023,3,TT-21460,41,In-store,Cash,4,6
10997,3/5/2023,4,JR-5670,46,In-store,Debit Card,3,2
10998,3/5/2023,102,NW-18400,49,In-store,Mobile Payment,4,5
10999,3/5/2023,141,RA-19915,97,Online,Debit Card,5,2
11000,3/5/2023,115,BV-11245,53,Online,Cash,5,1
11001,3/5/2023,14,CH-12070,100,Online,Credit Card,4,5
11002,3/5/2023,59,RS-19765,52,Online,Cash,4,2
11003,3/5/2023,188,AW-10930,58,Online,Cash,1,2
11004,3/5/2023,188,CB-12025,52,In-store,Cash,4,4
11005,3/5/2023,100,CC-12550,86,In-store,Cash,5,2
11006,3/5/2023,107,MH-18025,56,Online,Credit Card,7,2
11007,3/5/2023,16,MS-17980,46,Online,Debit Card,3,5
11008,3/5/2023,27,MP-17965,43,In-store,Mobile Payment,6,9
11009,3/6/2023,122,JP-15520,36,In-store,Cash,4,8
11010,3/6/2023,160,KC-16540,2,In-store,Debit Card,3,2
11011,3/6/2023,179,RD-19660,98,Online,Credit Card,6,5
11012,3/6/2023,185,IM-15070,37,Online,Mobile Payment,4,8
11013,3/6/2023,208,CM-1830,49,Online,Mobile Payment,4,7
11014,3/6/2023,191,CA-12775,43,In-store,Mobile Payment,6,1
11015,3/6/2023,62,PW-19030,52,In-store,Credit Card,4,8
11016,3/6/2023,17,MP-18175,96,Online,Cash,4,5
11017,3/6/2023,71,TH-21550,98,In-store,Mobile Payment,6,4
11018,3/6/2023,190,ES-14020,43,Online,Debit Card,6,8
11019,3/6/2023,115,LH-16900,58,In-store,Mobile Payment,1,9
11020,3/6/2023,208,KB-16315,56,In-store,Debit Card,7,8
11021,3/6/2023,61,GT-14755,32,In-store,Cash,3,7
11022,3/6/2023,157,BF-11080,71,Online,Credit Card,2,2
11023,3/6/2023,25,RK-19300,50,Online,Credit Card,1,5
11024,3/6/2023,69,JW-15220,76,Online,Mobile Payment,1,7
11025,3/6/2023,155,SV-20785,75,In-store,Credit Card,2,4
11026,3/6/2023,108,AC-450,26,Online,Debit Card,3,2
11027,3/6/2023,153,CD-12790,8,In-store,Cash,7,1
11028,3/6/2023,5,TT-21265,75,In-store,Mobile Payment,2,6
11029,3/6/2023,25,JB-16045,37,Online,Credit Card,4,6
11030,3/6/2023,162,TS-21610,67,Online,Debit Card,4,5
11031,3/6/2023,187,TM-21010,8,In-store,Debit Card,7,7
11032,3/6/2023,115,IG-5085,10,In-store,Credit Card,7,9
11033,3/6/2023,78,SC-20695,33,Online,Credit Card,4,3
11034,3/6/2023,75,BW-11065,10,In-store,Mobile Payment,7,4
11035,3/6/2023,211,SA-20830,43,In-store,Cash,6,3
11036,3/6/2023,163,MD-7350,8,Online,Credit Card,7,5
11037,3/6/2023,6,RR-19525,91,Online,Debit Card,5,4
11038,3/6/2023,76,MJ-17740,69,Online,Credit Card,6,6
11039,3/6/2023,36,RW-19630,54,In-store,Debit Card,4,3
11040,3/6/2023,121,CV-12805,55,In-store,Credit Card,6,1
11041,3/6/2023,190,MB-18085,74,In-store,Credit Card,6,4
11042,3/6/2023,222,CS-12505,98,Online,Mobile Payment,6,5
11043,3/6/2023,135,TB-21280,54,In-store,Debit Card,4,5
11044,3/6/2023,70,PB-19210,69,In-store,Debit Card,6,8
11045,3/6/2023,159,JB-16000,19,Online,Credit Card,5,3
11046,3/6/2023,206,TB-21250,47,Online,Debit Card,5,9
11047,3/6/2023,92,TS-11370,61,In-store,Cash,5,5
11048,3/6/2023,98,AP-915,8,In-store,Mobile Payment,7,2
11049,3/6/2023,98,JB-15400,86,Online,Mobile Payment,5,7
11050,3/6/2023,163,KH-16510,60,Online,Debit Card,7,8
11051,3/6/2023,17,IL-15100,11,Online,Cash,3,6
11052,3/6/2023,75,Co-12640,84,Online,Mobile Payment,6,6
11053,3/6/2023,129,KL-16645,99,Online,Cash,4,7
11054,3/6/2023,116,EH-13945,56,Online,Debit Card,7,2
11055,3/6/2023,38,JH-15910,69,Online,Cash,6,1
11056,3/6/2023,196,JL-15835,97,Online,Mobile Payment,5,8
11057,3/6/2023,194,BS-11755,61,Online,Cash,5,5
11058,3/6/2023,80,HM-14980,78,Online,Debit Card,4,3
11059,3/6/2023,163,LB-16795,67,In-store,Cash,4,9
11060,3/6/2023,194,DS-13180,9,In-store,Credit Card,2,8
11061,3/6/2023,182,DP-13000,69,In-store,Credit Card,6,4
11062,3/6/2023,127,AH-75,58,In-store,Debit Card,1,7
11063,3/6/2023,152,SP-10650,91,Online,Debit Card,5,3
11064,3/6/2023,65,JR-15700,14,Online,Debit Card,5,5
11065,3/6/2023,158,GM-14680,13,In-store,Credit Card,6,7
11066,3/6/2023,45,ML-7755,57,In-store,Credit Card,5,4
11067,3/6/2023,164,MD-17350,36,In-store,Debit Card,4,4
11068,3/6/2023,195,DC-12850,43,In-store,Mobile Payment,6,5
11069,3/6/2023,170,MG-17650,94,In-store,Cash,4,1
11070,3/6/2023,195,LW-16825,56,Online,Debit Card,7,3
11071,3/6/2023,105,JD-16015,42,In-store,Credit Card,7,9
11072,3/6/2023,154,LC-16885,57,In-store,Debit Card,5,6
11073,3/6/2023,194,JL-15835,61,Online,Credit Card,5,4
11074,3/6/2023,56,PR-18880,43,Online,Cash,6,4
11075,3/6/2023,20,TT-21460,91,In-store,Debit Card,5,8
11076,3/6/2023,156,MO-17800,4,Online,Cash,1,5
11077,3/6/2023,16,SC-20725,36,In-store,Mobile Payment,4,2
11078,3/6/2023,201,NB-8580,46,In-store,Mobile Payment,3,8
11079,3/6/2023,222,BE-11335,58,Online,Mobile Payment,1,5
11080,3/6/2023,45,AF-10885,47,In-store,Debit Card,5,9
11081,3/6/2023,179,MH-18115,31,Online,Debit Card,7,2
11082,3/6/2023,2,TS-21655,77,Online,Debit Card,4,7
11083,3/6/2023,105,KB-16315,89,Online,Debit Card,4,2
11084,3/6/2023,85,QJ-19255,13,Online,Mobile Payment,6,1
11085,3/6/2023,27,MD-17860,11,In-store,Debit Card,3,8
11086,3/6/2023,70,HE-14800,58,Online,Debit Card,1,7
11087,3/6/2023,196,RO-19780,1,In-store,Credit Card,5,5
11088,3/6/2023,9,JL-15850,71,In-store,Credit Card,2,6
11089,3/6/2023,10,MO-17800,14,In-store,Mobile Payment,5,1
11090,3/6/2023,121,GZ-14545,47,Online,Credit Card,5,3
11091,3/6/2023,45,JP-16135,18,Online,Cash,5,1
11092,3/6/2023,168,RO-19780,77,In-store,Cash,4,2
11093,3/6/2023,20,GP-14740,10,Online,Debit Card,7,7
11094,3/6/2023,210,RH-9600,21,Online,Credit Card,2,1
11095,3/6/2023,220,FM-14290,55,In-store,Mobile Payment,6,1
11096,3/7/2023,192,MZ-17335,58,Online,Mobile Payment,1,5
11097,3/7/2023,76,RS-19420,98,Online,Cash,6,5
11098,3/7/2023,16,RE-19405,41,Online,Cash,4,2
11099,3/7/2023,158,JF-15490,79,In-store,Cash,5,8
11100,3/7/2023,62,JB-16045,15,Online,Debit Card,5,4
11101,3/7/2023,199,JH-15430,87,In-store,Mobile Payment,4,5
11102,3/7/2023,215,SE-20110,58,In-store,Credit Card,1,4
11103,3/7/2023,86,SR-20425,39,Online,Credit Card,6,5
11104,3/7/2023,177,CS-12460,6,In-store,Cash,3,3
11105,3/7/2023,136,BS-11380,53,In-store,Cash,5,9
11106,3/7/2023,40,MS-17530,19,In-store,Credit Card,5,7
11107,3/7/2023,118,SG-20605,10,Online,Credit Card,7,9
11108,3/7/2023,184,TS-21340,86,Online,Cash,5,1
11109,3/7/2023,144,GD-14590,8,In-store,Credit Card,7,5
11110,3/7/2023,210,BF-11170,90,In-store,Debit Card,3,3
11111,3/7/2023,223,JJ-15760,64,Online,Debit Card,3,2
11112,3/7/2023,163,SC-20380,50,In-store,Cash,1,2
11113,3/7/2023,122,PN-18775,100,In-store,Credit Card,4,4
11114,3/7/2023,9,DE-3255,21,In-store,Cash,2,2
11115,3/7/2023,153,JG-15310,72,In-store,Credit Card,5,2
11116,3/7/2023,89,BT-11530,88,Online,Credit Card,6,5
11117,3/7/2023,199,AT-10735,70,In-store,Credit Card,6,8
11118,3/7/2023,172,CC-12145,42,Online,Mobile Payment,7,1
11119,3/7/2023,117,MA-17560,93,In-store,Debit Card,5,7
11120,3/7/2023,176,BF-1170,31,In-store,Debit Card,7,6
11121,3/7/2023,59,AS-10285,23,Online,Credit Card,4,9
11122,3/7/2023,92,NF-18385,53,In-store,Mobile Payment,5,6
11123,3/7/2023,144,GA-14725,33,Online,Debit Card,4,9
11124,3/7/2023,83,HD-14785,71,In-store,Debit Card,2,3
11125,3/7/2023,17,DW-13195,78,Online,Mobile Payment,4,6
11126,3/7/2023,155,CM-12190,11,In-store,Credit Card,3,2
11127,3/7/2023,46,TP-21130,13,In-store,Mobile Payment,6,6
11128,3/7/2023,46,BM-11575,2,Online,Debit Card,3,8
11129,3/7/2023,36,CM-11830,91,In-store,Credit Card,5,2
11130,3/7/2023,210,CR-12730,47,Online,Mobile Payment,5,4
11131,3/7/2023,97,EH-13945,83,Online,Mobile Payment,3,5
11132,3/7/2023,87,MY-18295,5,In-store,Cash,6,5
11133,3/7/2023,147,DB-12970,62,Online,Cash,2,8
11134,3/7/2023,96,SC-20770,32,In-store,Cash,3,5
11135,3/7/2023,109,BH-1710,51,In-store,Credit Card,4,4
